Gd-155(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 2.46480E+06
1.26000E-05 2.19590E+06
1.58000E-05 1.96105E+06
2.00000E-05 1.74312E+06
2.51000E-05 1.55610E+06
3.16000E-05 1.38698E+06
3.98000E-05 1.23602E+06
5.00000E-05 1.10292E+06
5.01000E-05 1.10182E+06
5.05063E-05 1.09739E+06
5.09125E-05 1.09301E+06
5.17250E-05 1.08440E+06
5.33500E-05 1.06778E+06
5.66000E-05 1.03672E+06
6.31000E-05 981967
7.94000E-05 875596
0.000100000 780447
0.000126000 695539
0.000158000 621413
0.000200000 552660
0.000251000 493694
0.000316000 440413
0.000398000 392897
0.000500000 351056
0.000501000 350711
0.000505063 349318
0.000509125 347942
0.000517250 345239
0.000533500 340020
0.000566000 330269
0.000631000 313090
0.000794000 279765
0.00100000 250027
0.00126000 223570
0.00158000 200558
0.00200000 179315
0.00251000 161201
0.00316000 144950
0.00398000 130583
0.00500000 118061
0.00501000 117958
0.00505063 117544
0.00509125 117135
0.00517250 116332
0.00533500 114783
0.00566000 111895
0.00631000 106832
0.00794000 97095.4
0.0100000 88496.9
0.0125900 80893.1
0.0158500 74034.3
0.0199500 67606.4
0.0200000 67537.3
0.0201600 67317.4
0.0203200 67099.1
0.0206400 66667.6
0.0212800 65822.9
0.0225600 64198.8
0.0251200 61152.8
0.0253000 60946.7
0.0256750 60520.1
0.0260500 60097.2
0.0268000 59261.3
0.0292100 56650.3
0.0316200 54126.0
0.0398100 45961.5
0.0500000 36646.6
0.0501200 36543.9
0.0505256 36198.1
0.0509313 35854.5
0.0517425 35173.7
0.0533650 33839.0
0.0566100 31281.9
0.0631000 26639.8
0.0712650 21704.2
0.0794300 17705.9
0.0808520 17095.9
0.0856390 15211.3
0.0904260 13564.2
0.100000 10868.4
0.106473 9415.35
0.112945 8199.30
0.119418 7177.60
0.125890 6315.32
0.134040 5413.04
0.142190 4674.15
0.150340 4064.33
0.158490 3557.16
0.168750 3033.61
0.179010 2610.00
0.189270 2263.70
0.199530 1977.87
0.200000 1966.01
0.201600 1926.36
0.203199 1887.81
0.206399 1813.87
0.212798 1677.67
0.225595 1445.18
0.238393 1255.55
0.251190 1099.25
0.267450 937.785
0.283710 808.181
0.299970 702.850
0.316230 616.283
0.336700 527.815
0.357170 456.832
0.377640 399.151
0.398110 351.745
0.423583 303.793
0.449055 265.222
0.500000 207.953
0.501190 206.860
0.505245 203.203
0.509301 199.651
0.517411 192.847
0.533633 180.340
0.566075 159.083
0.630960 127.711
0.794330 85.2896
1.00000 64.6549
1.25893 60.5006
1.42191 67.4388
1.58489 86.8557
1.67687 110.402
1.76885 159.083
1.81483 206.897
1.86082 294.208
1.88382 367.978
1.90681 479.842
1.92981 656.607
1.94130 781.999
1.95280 939.753
1.96342 1116.49
1.97403 1317.61
1.99526 1691.46
2.00000 1741.46
2.00800 1776.00
2.02180 1679.97
2.03560 1449.23
2.06320 963.739
2.09123 657.550
2.11925 497.669
2.14728 417.579
2.17530 381.940
2.23135 387.290
2.28740 470.950
2.34345 658.898
2.37148 820.703
2.39950 1062.63
2.42753 1439.23
2.45555 2056.45
2.48358 3125.43
2.49759 3942.60
2.51160 5026.23
2.51189 5051.80
2.51277 5129.94
2.51364 5209.26
2.51540 5371.38
2.51890 5709.70
2.52592 6437.96
2.53995 8014.03
2.56800 9957.05
2.59620 7941.67
2.62440 4954.59
2.64121 3688.91
2.65802 2791.69
2.69164 1707.31
2.72525 1131.95
2.75887 800.015
2.79249 593.930
2.82611 458.175
2.89334 297.060
2.96058 209.243
3.02781 156.410
3.16228 99.2558
3.25946 77.6301
3.35664 65.2256
3.45382 62.3151
3.50241 68.3881
3.55100 88.4610
3.61600 130.753
3.68100 81.1927
3.71851 59.8989
3.75602 48.3671
3.83104 37.2899
3.98107 28.7359
4.23580 23.1359
4.49054 20.8567
4.74527 20.3795
5.00000 21.6326
5.01187 21.7427
5.05031 22.1380
5.08875 22.5966
5.16564 23.7324
5.31940 27.1637
5.47317 33.0771
5.62694 43.8455
5.78070 65.7886
5.85759 86.2124
5.93447 120.512
6.01135 184.430
6.04979 239.155
6.08823 323.575
6.12668 462.649
6.14590 567.839
6.16512 711.756
6.18434 913.913
6.20356 1205.35
6.22278 1633.89
6.24200 2262.37
6.27100 3617.13
6.30000 4523.81
6.30957 4405.94
6.33379 3385.49
6.35800 2273.48
6.37877 1603.59
6.39954 1160.61
6.42032 867.515
6.44109 668.671
6.48263 429.314
6.52418 298.780
6.56572 220.809
6.60726 170.894
6.69035 113.506
6.77344 83.5234
6.85653 66.4627
7.02270 50.9904
7.18888 50.0921
7.27196 55.3457
7.35505 67.1003
7.43814 91.7525
7.47968 113.763
7.52123 148.313
7.56277 205.891
7.60431 309.828
7.64586 516.900
7.66663 697.254
7.68740 962.328
7.70305 1228.99
7.71870 1534.50
7.75000 1919.55
7.78130 1542.18
7.81260 971.473
7.84527 592.982
