Gd-155(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 2.46475E+06
1.26000E-05 2.19585E+06
1.58000E-05 1.96101E+06
2.00000E-05 1.74308E+06
2.51000E-05 1.55606E+06
3.16000E-05 1.38694E+06
3.98000E-05 1.23598E+06
5.00000E-05 1.10288E+06
5.01000E-05 1.10178E+06
5.05063E-05 1.09735E+06
5.09125E-05 1.09297E+06
5.17250E-05 1.08436E+06
5.33500E-05 1.06774E+06
5.66000E-05 1.03668E+06
6.31000E-05 981926
7.94000E-05 875555
0.000100000 780406
0.000126000 695498
0.000158000 621371
0.000200000 552619
0.000251000 493653
0.000316000 440372
0.000398000 392856
0.000500000 351015
0.000501000 350669
0.000505063 349276
0.000509125 347900
0.000517250 345197
0.000533500 339979
0.000566000 330227
0.000631000 313048
0.000794000 279723
0.00100000 249985
0.00126000 223527
0.00158000 200515
0.00200000 179272
0.00251000 161158
0.00316000 144907
0.00398000 130538
0.00500000 118016
0.00501000 117913
0.00505063 117499
0.00509125 117089
0.00517250 116286
0.00533500 114737
0.00566000 111849
0.00631000 106785
0.00794000 97047.3
0.0100000 88447.1
0.0125900 80841.1
0.0158500 73979.7
0.0199500 67549.0
0.0200000 67479.9
0.0201600 67259.8
0.0203200 67041.5
0.0206400 66609.7
0.0212800 65764.7
0.0225600 64139.8
0.0251200 61092.6
0.0253000 60886.3
0.0256750 60459.6
0.0260500 60036.5
0.0268000 59200.3
0.0292100 56588.5
0.0316200 54063.6
0.0398100 45898.7
0.0500000 36586.7
0.0501200 36484.1
0.0505256 36138.4
0.0509313 35794.9
0.0517425 35114.5
0.0533650 33780.6
0.0566100 31225.1
0.0631000 26586.6
0.0712650 21655.7
0.0794300 17661.9
0.0808520 17052.7
0.0856390 15170.6
0.0904260 13525.7
0.100000 10834.1
0.106473 9383.48
0.112945 8169.61
0.119418 7149.86
0.125890 6289.33
0.134040 5388.97
0.142190 4651.77
0.150340 4043.42
0.158490 3537.54
0.168750 3015.41
0.179010 2593.02
0.189270 2247.77
0.199530 1962.86
0.200000 1951.03
0.201600 1911.51
0.203199 1873.10
0.206399 1799.41
0.212798 1663.68
0.225595 1432.04
0.238393 1243.14
0.251190 1087.47
0.267450 926.711
0.283710 797.708
0.299970 692.895
0.316230 606.783
0.336700 518.810
0.357170 448.253
0.377640 390.943
0.398110 343.863
0.423583 296.265
0.449055 258.002
0.500000 201.242
0.501190 200.159
0.505245 196.538
0.509301 193.021
0.517411 186.284
0.533633 173.907
0.566075 152.885
0.630960 121.908
0.794330 80.2145
1.00000 60.2333
1.25893 56.7756
1.42191 64.1729
1.58489 84.1352
1.67687 108.065
1.76885 157.224
1.81483 205.321
1.86082 292.923
1.88382 366.807
1.90681 478.707
1.92981 655.303
1.94130 780.451
1.95280 937.778
1.96342 1113.88
1.97403 1314.08
1.99526 1685.23
2.00000 1734.56
2.00800 1768.06
2.02180 1670.81
2.03560 1439.79
2.06320 955.371
2.09123 650.589
2.11925 491.780
2.14728 412.445
2.17530 377.331
2.23135 383.249
2.28740 466.883
2.34345 653.849
2.37148 814.454
2.39950 1054.26
2.42753 1427.04
2.45555 2037.19
2.48358 3092.36
2.49759 3898.05
2.51160 4965.43
2.51189 4990.61
2.51277 5067.53
2.51364 5145.62
2.51540 5305.19
2.51890 5638.11
2.52592 6354.38
2.53995 7902.45
2.56800 9797.55
2.59620 7795.56
2.62440 4850.33
2.64121 3605.03
2.65802 2723.23
2.69164 1658.90
2.72525 1095.17
2.75887 770.458
2.79249 569.177
2.82611 436.794
2.89334 280.029
2.96058 194.857
3.02781 143.787
3.16228 88.8298
3.25946 68.2180
3.35664 56.5759
3.45382 54.2847
3.50241 60.6367
3.55100 80.9517
3.61600 123.220
3.68100 73.6389
3.71851 52.4978
3.75602 41.1206
3.83104 30.3119
3.98107 22.1794
4.23580 17.1240
4.49054 15.2915
4.74527 15.2244
5.00000 16.8927
5.01187 17.0229
5.05031 17.4841
5.08875 18.0100
5.16564 19.2847
5.31940 23.0181
5.47317 29.2797
5.62694 40.4643
5.78070 62.9146
5.85759 83.6230
5.93447 118.198
6.01135 182.268
6.04979 236.917
6.08823 320.995
6.12668 459.137
6.14590 563.421
6.16512 705.902
6.18434 905.757
6.20356 1193.45
6.22278 1615.79
6.24200 2234.03
6.27100 3562.23
6.30000 4440.73
6.30957 4319.89
6.33379 3308.55
6.35800 2213.78
6.37877 1556.21
6.39954 1122.26
6.42032 835.626
6.44109 641.481
6.48263 408.289
6.52418 281.500
6.56572 205.997
6.60726 157.813
6.69035 102.685
6.77344 74.1214
6.85653 58.0529
7.02270 43.9558
7.18888 44.1121
7.27196 49.8794
7.35505 62.1878
7.43814 87.4764
7.47968 109.848
7.52123 144.784
7.56277 202.740
7.60431 306.918
7.64586 513.597
7.66663 693.042
7.68740 956.101
7.70305 1220.01
7.71870 1521.32
7.75000 1895.71
7.78130 1514.58
7.81260 947.277
7.84527 573.000
7.87794 368.861
7.91061 253.540
7.94328 184.042
8.00607 111.500
8.06885 75.1581
8.13164 54.5272
8.19442 41.7251
8.31999 27.3270
8.44556 19.8322
8.57113 15.4425
8.69670 12.6683
8.94784 9.60176
9.19898 8.35903
9.45012 8.70487
9.57569 10.0498
9.70126 13.7914
9.76405 18.1472
9.82683 27.2475
9.85822 35.8685
9.88962 50.3752
9.92101 76.5425
9.95240 125.681
10.0000 238.408
10.0100 245.316
10.0390 196.516
10.0680 124.189
10.0899 87.2000
10.1117 63.4085
10.1336 48.0339
10.1554 37.7994
10.1992 25.7340
10.2429 19.3094
10.3303 13.2155
10.4178 10.6670
10.5926 9.09620
10.7675 9.54816
10.9424 11.7320
11.0298 13.8973
11.1173 17.4703
11.2047 23.8858
11.2921 37.2623
11.3359 50.2967
11.3796 73.4106
11.4233 119.314
11.4452 159.634
11.4670 219.545
11.4985 343.631
11.5300 427.113
11.5615 347.051
11.5930 227.297
11.6143 171.977
11.6356 135.868
11.6783 98.9807
11.7209 87.9474
11.7635 93.1292
11.8061 115.235
11.8488 165.459
11.8701 210.197
11.8914 278.393
11.9127 384.630
11.9340 549.805
11.9480 697.706
11.9620 865.944
11.9900 1074.04
12.0180 862.177
12.0460 543.694
12.0800 307.596
12.1139 189.568
12.1479 127.037
12.1818 90.9686
12.2158 68.5377
12.2497 53.7314
12.3176 36.0851
12.3855 26.4035
12.4534 20.5447
12.5893 14.1581
12.7060 11.3447
12.8227 9.71657
13.0562 8.29020
13.2897 8.31841
13.5231 9.70219
13.7566 13.4677
13.8733 17.2931
13.9901 24.0552
14.1068 37.4762
14.1652 49.7025
